TP,200.000000,184.000000,198.000000,203.000000,182.000000,191.000000,199.000000,188.000000,196.000000,192.000000,185.000000,185.000000,188.000000,190.000000,188.000000,199.000000,192.000000,184.000000,179.000000,192.000000,199.000000,207.000000,179.000000,179.000000,173.000000,197.000000,194.000000,200.000000,187.000000,185.000000,
TN,136.000000,148.000000,142.000000,149.000000,158.000000,134.000000,133.000000,139.000000,146.000000,141.000000,151.000000,145.000000,153.000000,134.000000,149.000000,133.000000,143.000000,145.000000,134.000000,144.000000,139.000000,132.000000,161.000000,155.000000,161.000000,134.000000,154.000000,126.000000,146.000000,141.000000,
FP,40.000000,32.000000,26.000000,18.000000,35.000000,38.000000,29.000000,37.000000,31.000000,34.000000,28.000000,42.000000,27.000000,37.000000,31.000000,32.000000,28.000000,44.000000,43.000000,29.000000,34.000000,28.000000,29.000000,28.000000,33.000000,38.000000,22.000000,34.000000,36.000000,31.000000,
FN,20.000000,32.000000,30.000000,26.000000,21.000000,33.000000,35.000000,32.000000,23.000000,29.000000,32.000000,24.000000,28.000000,35.000000,28.000000,32.000000,33.000000,23.000000,40.000000,31.000000,24.000000,29.000000,27.000000,34.000000,29.000000,27.000000,26.000000,36.000000,27.000000,39.000000,
SP,0.772727,0.822222,0.845238,0.892216,0.818653,0.779070,0.820988,0.789773,0.824859,0.805714,0.843575,0.775401,0.850000,0.783626,0.827778,0.806061,0.836257,0.767196,0.757062,0.832370,0.803468,0.825000,0.847368,0.846995,0.829897,0.779070,0.875000,0.787500,0.802198,0.819767,
SN,0.909091,0.851852,0.868421,0.886463,0.896552,0.852679,0.850427,0.854545,0.894977,0.868778,0.852535,0.885167,0.870370,0.844444,0.870370,0.861472,0.853333,0.888889,0.817352,0.860987,0.892377,0.877119,0.868932,0.840376,0.856436,0.879464,0.881818,0.847458,0.873832,0.825893,
PRECISION,0.833333,0.851852,0.883929,0.918552,0.838710,0.834061,0.872807,0.835556,0.863436,0.849558,0.868545,0.814978,0.874419,0.837004,0.858447,0.861472,0.872727,0.807018,0.806306,0.868778,0.854077,0.880851,0.860577,0.864734,0.839806,0.838298,0.898148,0.854701,0.838565,0.856481,
RECALL,0.909091,0.851852,0.868421,0.886463,0.896552,0.852679,0.850427,0.854545,0.894977,0.868778,0.852535,0.885167,0.870370,0.844444,0.870370,0.861472,0.853333,0.888889,0.817352,0.860987,0.892377,0.877119,0.868932,0.840376,0.856436,0.879464,0.881818,0.847458,0.873832,0.825893,
F,0.869565,0.851852,0.876106,0.902222,0.866667,0.843267,0.861472,0.844944,0.878924,0.859060,0.860465,0.848624,0.872390,0.840708,0.864368,0.861472,0.862921,0.845977,0.811791,0.864865,0.872807,0.878981,0.864734,0.852381,0.848039,0.858388,0.889908,0.851064,0.855835,0.840909,
ACCURACY,0.848485,0.838384,0.858586,0.888889,0.858586,0.820707,0.838384,0.825758,0.863636,0.840909,0.848485,0.833333,0.861111,0.818182,0.851010,0.838384,0.845960,0.830808,0.790404,0.848485,0.853535,0.856061,0.858586,0.843434,0.843434,0.835859,0.878788,0.823232,0.840909,0.823232,
AUC,1.795455,1.828704,1.732456,1.724891,0.470431,0.371185,0.325182,0.389618,0.000000,0.384331,0.402853,1.889952,0.407690,0.000000,0.408179,1.709957,1.755556,0.450247,0.393571,0.000000,0.374712,0.315996,0.455391,0.426589,1.955446,0.371237,1.795455,0.000000,1.845794,0.000000,
