TP,161.000000,212.000000,182.000000,207.000000,207.000000,172.000000,149.000000,215.000000,219.000000,188.000000,155.000000,216.000000,167.000000,200.000000,153.000000,220.000000,179.000000,169.000000,205.000000,216.000000,168.000000,179.000000,208.000000,170.000000,150.000000,171.000000,218.000000,210.000000,220.000000,169.000000,
TN,88.000000,9.000000,73.000000,11.000000,8.000000,57.000000,81.000000,6.000000,7.000000,27.000000,89.000000,6.000000,90.000000,7.000000,78.000000,12.000000,53.000000,75.000000,8.000000,8.000000,63.000000,45.000000,18.000000,73.000000,78.000000,93.000000,10.000000,8.000000,6.000000,89.000000,
FP,100.000000,165.000000,88.000000,174.000000,168.000000,112.000000,102.000000,168.000000,163.000000,156.000000,80.000000,168.000000,90.000000,175.000000,107.000000,149.000000,105.000000,110.000000,175.000000,160.000000,112.000000,140.000000,151.000000,98.000000,109.000000,75.000000,154.000000,173.000000,163.000000,94.000000,
FN,42.000000,10.000000,51.000000,4.000000,13.000000,55.000000,60.000000,5.000000,7.000000,25.000000,71.000000,5.000000,45.000000,14.000000,51.000000,14.000000,53.000000,39.000000,6.000000,8.000000,50.000000,32.000000,12.000000,55.000000,55.000000,55.000000,13.000000,5.000000,6.000000,38.000000,
SP,0.468085,0.051724,0.453416,0.059459,0.045455,0.337278,0.442623,0.034483,0.041176,0.147541,0.526627,0.034483,0.500000,0.038462,0.421622,0.074534,0.335443,0.405405,0.043716,0.047619,0.360000,0.243243,0.106509,0.426901,0.417112,0.553571,0.060976,0.044199,0.035503,0.486339,
SN,0.793103,0.954955,0.781116,0.981043,0.940909,0.757709,0.712919,0.977273,0.969027,0.882629,0.685841,0.977376,0.787736,0.934579,0.750000,0.940171,0.771552,0.812500,0.971564,0.964286,0.770642,0.848341,0.945455,0.755556,0.731707,0.756637,0.943723,0.976744,0.973451,0.816425,
PRECISION,0.616858,0.562334,0.674074,0.543307,0.552000,0.605634,0.593625,0.561358,0.573298,0.546512,0.659574,0.562500,0.649805,0.533333,0.588462,0.596206,0.630282,0.605735,0.539474,0.574468,0.600000,0.561129,0.579387,0.634328,0.579151,0.695122,0.586022,0.548303,0.574413,0.642586,
RECALL,0.793103,0.954955,0.781116,0.981043,0.940909,0.757709,0.712919,0.977273,0.969027,0.882629,0.685841,0.977376,0.787736,0.934579,0.750000,0.940171,0.771552,0.812500,0.971564,0.964286,0.770642,0.848341,0.945455,0.755556,0.731707,0.756637,0.943723,0.976744,0.973451,0.816425,
F,0.693966,0.707846,0.723658,0.699324,0.695798,0.673190,0.647826,0.713101,0.720395,0.675045,0.672451,0.714050,0.712154,0.679117,0.659483,0.729685,0.693798,0.694045,0.693739,0.720000,0.674699,0.675472,0.718480,0.689655,0.646552,0.724576,0.723051,0.702341,0.722496,0.719149,
ACCURACY,0.628788,0.558081,0.643939,0.550505,0.542929,0.578283,0.580808,0.558081,0.570707,0.542929,0.616162,0.560606,0.648990,0.522727,0.583333,0.585859,0.585859,0.616162,0.537879,0.565657,0.583333,0.565657,0.570707,0.613636,0.575758,0.666667,0.575758,0.550505,0.570707,0.651515,
