66;0.621212;0.664141;0.628788;0.659091;0.671717;0.696970;0.679293;0.681818;0.611111;0.656566;0.696970;0.654040;0.651515;0.643939;0.676768;0.666667;0.626263;0.661616;0.656566;0.661616;0.686869;0.641414;0.651515;0.671717;0.674242;0.689394;0.656566;0.648990;0.656566;0.611111
67;0.628788;0.664141;0.669192;0.694444;0.618687;0.636364;0.669192;0.659091;0.669192;0.641414;0.603535;0.669192;0.641414;0.654040;0.671717;0.648990;0.651515;0.651515;0.654040;0.664141;0.656566;0.593434;0.643939;0.699495;0.621212;0.684343;0.664141;0.651515;0.656566;0.646465
68;0.661616;0.636364;0.636364;0.666667;0.676768;0.626263;0.656566;0.676768;0.631313;0.669192;0.661616;0.646465;0.666667;0.699495;0.641414;0.623737;0.664141;0.613636;0.618687;0.691919;0.636364;0.628788;0.661616;0.659091;0.626263;0.707071;0.603535;0.631313;0.674242;0.651515
69;0.656566;0.648990;0.684343;0.631313;0.588384;0.618687;0.714646;0.623737;0.631313;0.593434;0.616162;0.674242;0.674242;0.593434;0.666667;0.623737;0.648990;0.648990;0.608586;0.643939;0.664141;0.641414;0.651515;0.646465;0.626263;0.646465;0.694444;0.666667;0.616162;0.613636
70;0.631313;0.606061;0.603535;0.671717;0.654040;0.638889;0.628788;0.626263;0.621212;0.643939;0.638889;0.679293;0.595960;0.654040;0.633838;0.598485;0.681818;0.636364;0.641414;0.611111;0.646465;0.689394;0.593434;0.641414;0.671717;0.593434;0.641414;0.623737;0.628788;0.646465
71;0.618687;0.611111;0.616162;0.646465;0.626263;0.628788;0.621212;0.616162;0.618687;0.623737;0.669192;0.641414;0.580808;0.638889;0.621212;0.661616;0.669192;0.606061;0.593434;0.666667;0.648990;0.646465;0.606061;0.631313;0.618687;0.638889;0.654040;0.618687;0.618687;0.651515
72;0.643939;0.633838;0.580808;0.608586;0.585859;0.638889;0.595960;0.601010;0.618687;0.616162;0.641414;0.646465;0.656566;0.616162;0.601010;0.646465;0.568182;0.595960;0.621212;0.643939;0.593434;0.621212;0.633838;0.593434;0.618687;0.631313;0.613636;0.565657;0.603535;0.664141
73;0.598485;0.623737;0.618687;0.588384;0.593434;0.603535;0.590909;0.603535;0.583333;0.583333;0.633838;0.661616;0.583333;0.560606;0.636364;0.651515;0.608586;0.643939;0.603535;0.608586;0.631313;0.636364;0.626263;0.573232;0.563131;0.626263;0.595960;0.628788;0.636364;0.606061
74;0.606061;0.633838;0.618687;0.570707;0.613636;0.580808;0.621212;0.575758;0.643939;0.598485;0.583333;0.593434;0.578283;0.593434;0.626263;0.651515;0.590909;0.558081;0.628788;0.585859;0.585859;0.580808;0.611111;0.593434;0.606061;0.565657;0.608586;0.603535;0.593434;0.606061
75;0.568182;0.606061;0.588384;0.603535;0.598485;0.588384;0.583333;0.583333;0.575758;0.601010;0.631313;0.601010;0.613636;0.623737;0.643939;0.547980;0.560606;0.598485;0.575758;0.621212;0.606061;0.621212;0.575758;0.565657;0.563131;0.608586;0.583333;0.628788;0.573232;0.611111
76;0.585859;0.585859;0.578283;0.568182;0.606061;0.593434;0.601010;0.545455;0.588384;0.575758;0.570707;0.621212;0.633838;0.555556;0.623737;0.570707;0.595960;0.558081;0.583333;0.555556;0.616162;0.623737;0.608586;0.540404;0.638889;0.583333;0.575758;0.570707;0.565657;0.601010
77;0.553030;0.598485;0.560606;0.621212;0.575758;0.608586;0.540404;0.590909;0.631313;0.593434;0.608586;0.550505;0.568182;0.608586;0.618687;0.585859;0.553030;0.553030;0.558081;0.631313;0.601010;0.568182;0.590909;0.560606;0.601010;0.570707;0.583333;0.558081;0.601010;0.585859
78;0.583333;0.553030;0.585859;0.616162;0.603535;0.545455;0.583333;0.578283;0.573232;0.558081;0.601010;0.593434;0.608586;0.540404;0.588384;0.598485;0.573232;0.547980;0.535354;0.547980;0.638889;0.555556;0.618687;0.588384;0.588384;0.578283;0.573232;0.580808;0.555556;0.595960
79;0.583333;0.540404;0.598485;0.550505;0.575758;0.593434;0.575758;0.583333;0.606061;0.555556;0.585859;0.560606;0.598485;0.558081;0.502525;0.555556;0.631313;0.623737;0.558081;0.601010;0.595960;0.553030;0.618687;0.542929;0.580808;0.601010;0.542929;0.573232;0.606061;0.573232
80;0.560606;0.547980;0.636364;0.563131;0.578283;0.547980;0.537879;0.578283;0.628788;0.580808;0.553030;0.573232;0.643939;0.568182;0.558081;0.563131;0.563131;0.565657;0.537879;0.570707;0.585859;0.558081;0.613636;0.588384;0.545455;0.563131;0.593434;0.563131;0.603535;0.588384
81;0.547980;0.590909;0.590909;0.545455;0.575758;0.588384;0.606061;0.583333;0.580808;0.560606;0.595960;0.510101;0.560606;0.555556;0.590909;0.580808;0.606061;0.558081;0.593434;0.553030;0.510101;0.585859;0.583333;0.631313;0.555556;0.603535;0.547980;0.606061;0.545455;0.603535
